Epoch,Loss,Recall,NDCG,Training Time
0,107.65179568529129,0.012561410665512085,0.14419437944889069,6.896001100540161
1,88.08930894732475,0.03185128793120384,0.2050841897726059,5.468502998352051
2,74.28609398007393,0.04236708953976631,0.25766313076019287,5.7479705810546875
3,68.10356450080872,0.047727860510349274,0.268905371427536,5.911741018295288
4,63.159268856048584,0.049596209079027176,0.27314499020576477,5.6430041790008545
5,60.845561146736145,0.05331597477197647,0.2820468246936798,5.713979721069336
6,59.621939808130264,0.05510324612259865,0.2913408577442169,6.537994861602783
7,58.75762450695038,0.057863637804985046,0.29372215270996094,5.928513288497925
8,58.00448137521744,0.060999684035778046,0.30091550946235657,5.893411874771118
9,56.92803102731705,0.0637919008731842,0.30997124314308167,5.507990121841431
10,55.87974992394447,0.06548278778791428,0.3139205276966095,5.719003438949585
11,55.09122821688652,0.06954840570688248,0.31764546036720276,5.702590227127075
12,54.131329506635666,0.07133524864912033,0.325212687253952,5.670708894729614
13,52.97180759906769,0.0747099295258522,0.33340051770210266,5.663820743560791
14,52.52553129196167,0.07718349248170853,0.3466416597366333,5.484217166900635
15,51.119139820337296,0.08382098376750946,0.36994093656539917,5.668529987335205
16,50.20456647872925,0.08662662655115128,0.37922152876853943,5.609032869338989
17,49.246027648448944,0.09343265742063522,0.39308610558509827,6.496002197265625
18,48.474016815423965,0.09891535341739655,0.40427929162979126,5.981682538986206
19,47.852572709321976,0.10166189074516296,0.4167380928993225,5.969335317611694
20,47.266247510910034,0.10577694326639175,0.4267794191837311,5.65213942527771
21,46.319261997938156,0.1096951812505722,0.4366440773010254,5.769000291824341
22,45.84159192442894,0.11567927896976471,0.45292818546295166,5.724008560180664
23,45.310580998659134,0.12056390941143036,0.4607977867126465,5.5996997356414795
24,45.27653753757477,0.12447652220726013,0.46694475412368774,5.654926776885986
25,44.233987867832184,0.1276819109916687,0.47212785482406616,5.797544717788696
26,44.52760361135006,0.13037101924419403,0.48148196935653687,5.952031850814819
27,44.03644381463528,0.1349807232618332,0.4909627437591553,6.357000350952148
28,43.62704786658287,0.13780257105827332,0.4973493218421936,5.76120662689209
29,43.26045550405979,0.13949929177761078,0.5007370710372925,5.619456768035889
30,42.88867983222008,0.1425354927778244,0.5074973702430725,5.647075653076172
31,42.80998928844929,0.14285005629062653,0.5127987861633301,6.7389819622039795
32,42.113656744360924,0.14345821738243103,0.5112802982330322,6.025942087173462
33,41.87802195549011,0.1474543809890747,0.5228891968727112,5.905998945236206
34,41.57082037627697,0.15030212700366974,0.5275106430053711,5.793002367019653
35,41.359125912189484,0.15112881362438202,0.5259734988212585,5.694905519485474
36,41.41462706029415,0.15229806303977966,0.5273372530937195,5.582576513290405
37,41.275697126984596,0.15449479222297668,0.534913957118988,6.077995777130127
38,40.77279470860958,0.1554451435804367,0.5354756116867065,5.439996242523193
39,40.564303025603294,0.15675505995750427,0.5417313575744629,5.4334375858306885
40,40.43298998475075,0.15570175647735596,0.5412692427635193,5.835995674133301
41,40.41193988919258,0.15869788825511932,0.544758141040802,5.7862913608551025
42,40.08490374684334,0.16077013313770294,0.5491247773170471,5.940585374832153
43,39.53798654675484,0.1615077406167984,0.5524635910987854,5.6117637157440186
44,39.591175094246864,0.16457107663154602,0.5565174221992493,5.853002309799194
45,39.18435390293598,0.16620396077632904,0.5574631690979004,5.575964450836182
46,39.12812305986881,0.16868583858013153,0.5639474987983704,6.104976177215576
47,38.72563289105892,0.16911248862743378,0.5670522451400757,5.681980133056641
48,38.423470199108124,0.16885849833488464,0.5694111585617065,5.523388624191284
49,38.42292296886444,0.17029444873332977,0.5715393424034119,5.518737554550171
50,38.34166768193245,0.17086026072502136,0.5728919506072998,5.516467809677124
51,37.96456287801266,0.17009927332401276,0.5739201903343201,5.412006378173828
52,37.88232225179672,0.17332395911216736,0.5771083235740662,5.528963088989258
53,37.56262628734112,0.1736413985490799,0.581362783908844,6.070000886917114
54,37.60443291068077,0.17335958778858185,0.579243540763855,5.609563589096069
55,37.268720522522926,0.17436201870441437,0.5827581882476807,5.500072717666626
56,36.99057498574257,0.1755499392747879,0.583038330078125,5.491680383682251
57,36.60628768801689,0.17699642479419708,0.5853238701820374,5.520903825759888
58,36.79012155532837,0.176254004240036,0.5833078622817993,5.48503565788269
59,36.63242954015732,0.17596174776554108,0.5851128101348877,5.4962499141693115
60,36.477188780903816,0.17640255391597748,0.5858902931213379,5.469439744949341
61,36.10447609424591,0.17798957228660583,0.588549792766571,5.477707862854004
62,36.21907298266888,0.17924800515174866,0.5916833281517029,5.4823760986328125
63,35.93112342059612,0.17858590185642242,0.5963980555534363,5.415283203125
64,35.99497500061989,0.1804352104663849,0.5982491970062256,5.425591468811035
65,35.448271691799164,0.18044470250606537,0.6003111004829407,5.481604337692261
66,35.58948363363743,0.18103095889091492,0.6032218337059021,5.391934394836426
67,35.14117297530174,0.18214817345142365,0.6036286950111389,5.492133378982544
68,35.33730426430702,0.18334518373012543,0.603713870048523,5.6512391567230225
69,34.63392771780491,0.18374624848365784,0.6069827675819397,6.054967880249023
70,35.20222964882851,0.1840297430753708,0.6072534918785095,5.624315500259399
71,34.75018732249737,0.18571382761001587,0.6109126210212708,5.548409700393677
72,34.45388820767403,0.186079740524292,0.6120530962944031,5.4637181758880615
73,34.30335395038128,0.18488089740276337,0.6097292304039001,5.5685083866119385
74,34.3325307816267,0.1857658475637436,0.6101750135421753,5.752662420272827
75,34.17210331559181,0.18461106717586517,0.6112449169158936,6.050044059753418
76,33.70379735529423,0.1849394142627716,0.6085936427116394,6.293965101242065
77,33.69331406056881,0.1868864893913269,0.6118193864822388,5.649999141693115
78,33.85294954478741,0.18745529651641846,0.6116858720779419,5.64491081237793
79,33.6091505587101,0.18792787194252014,0.6142370104789734,5.514999151229858
80,33.55509126186371,0.18803337216377258,0.6129470467567444,5.438616752624512
81,33.270018085837364,0.18663232028484344,0.6116997003555298,5.719518423080444
82,32.931891053915024,0.18903985619544983,0.6136853098869324,7.803996801376343
83,32.94078315794468,0.18885301053524017,0.6128261685371399,8.898999452590942
84,32.543382316827774,0.18907439708709717,0.6141119599342346,9.788000106811523
85,32.363693207502365,0.19102203845977783,0.6175829768180847,9.302998065948486
86,32.39700202643871,0.19072325527668,0.6179230809211731,8.557002067565918
87,32.297446236014366,0.19078464806079865,0.618664562702179,8.1159987449646
88,32.5429901778698,0.19173398613929749,0.6189087629318237,8.143996238708496
89,32.08683942258358,0.19093431532382965,0.6206858158111572,7.990000486373901
90,32.06167137622833,0.19211485981941223,0.6208553910255432,8.00300121307373
91,31.94626820087433,0.1923200935125351,0.6204394102096558,7.992002248764038
92,31.46767619252205,0.19167537987232208,0.6212628483772278,8.241001844406128
93,31.794012308120728,0.19289074838161469,0.6227242350578308,8.211003541946411
94,31.47530597448349,0.19219928979873657,0.6214538812637329,8.119997024536133
95,31.3318812251091,0.192159041762352,0.6233354210853577,8.174996137619019
96,31.521296426653862,0.191865473985672,0.6217309832572937,8.126020669937134
97,31.230407163500786,0.1915844827890396,0.6232625842094421,9.429996490478516
98,31.120635449886322,0.1929338574409485,0.6238162517547607,8.529527187347412
99,31.012947916984558,0.19326268136501312,0.6251721978187561,8.937942504882812
100,30.563017398118973,0.1941470503807068,0.6267470717430115,10.683334589004517
101,30.884927853941917,0.19462072849273682,0.6274809241294861,9.34600281715393
102,31.106971323490143,0.1945442408323288,0.6267749071121216,10.280996084213257
103,30.661125347018242,0.1952427327632904,0.6272909045219421,9.70801043510437
104,30.610936731100082,0.19468340277671814,0.6276143789291382,10.143999338150024
105,30.313375622034073,0.19442179799079895,0.6285372376441956,11.315005540847778
106,30.342686608433723,0.19442754983901978,0.6296736001968384,9.217006206512451
107,30.2849153727293,0.1941325068473816,0.6299377083778381,8.697968244552612
108,30.24214245378971,0.19466805458068848,0.630557656288147,9.25700306892395
